,peer_count,client_count,arrival_time,te_count,cp_count,te_percent,te_percent_price,cp_percent,consensus,max,min,mean,res,docker_server_diff,date
0,4,15,0.5,50,50,100,100,100,noops,7.076565980910001,4.62690114975,5.89922946294,"(2, (1000, 6.603878021240234)), (2, (1000, 5.963356971740723)), (2, (1004, 5.916413068771362)), (2, (1005, 6.8787500858306885)), (2, (1002, 5.697466850280762)), (2, (1009, 7.076565980911255)), (3, (1000, 6.011909008026123)), (3, (1017, 6.583495855331421)), (5, (1016, 5.094712018966675)), (6, (1001, 5.525914907455444)), (6, (1008, 5.298901796340942)), (8, (1023, 5.685161113739014)), (8, (1021, 5.4905290603637695)), (8, (1032, 6.0344860553741455)), (9, (1070, 4.626901149749756))",1,1486027786.1
0,4,20,0.5,1,1,100,100,100,noops,7.891858100889999,3.93293190002,5.51713455915,"(0, (1060, 4.947934150695801)), (1, (1850, 4.142210960388184)), (2, (1808, 3.932931900024414)), (3, (1651, 4.793048858642578)), (3, (1155, 6.19996190071106)), (3, (1890, 5.3744401931762695)), (3, (1908, 5.176584005355835)), (5, (1924, 5.0864338874816895)), (7, (1812, 7.628460884094238)), (7, (1351, 4.738730192184448)), (7, (1336, 7.8094282150268555)), (7, (1711, 7.891858100891113)), (8, (1718, 7.255473852157593)), (8, (1595, 6.148591995239258)), (9, (1552, 5.710258960723877)), (10, (1700, 4.029723167419434)), (11, (1520, 4.595092058181763)), (11, (1417, 4.821326971054077)), (13, (1891, 5.4245288372039795)), (13, (1892, 4.635672092437744))",0,1486027863.31
0,4,20,0.5,5,5,100,100,100,noops,7.0384140014600005,3.78313398361,5.275154519080001,"(0, (1016, 4.510577917098999)), (1, (1006, 3.7831339836120605)), (2, (1046, 3.8463950157165527)), (3, (1013, 5.835171937942505)), (3, (1011, 5.678261041641235)), (3, (1017, 5.684401035308838)), (3, (1015, 5.63935399055481)), (5, (1054, 4.840160131454468)), (7, (1007, 5.085951805114746)), (7, (1001, 6.269036054611206)), (7, (1203, 5.952318906784058)), (7, (1022, 6.206430912017822)), (8, (1022, 6.851562023162842)), (8, (1005, 7.038414001464844)), (9, (1063, 5.910783052444458)), (10, (1047, 4.821400880813599)), (11, (1034, 4.455656051635742)), (11, (1045, 4.522759914398193)), (13, (1109, 4.168301820755005)), (13, (1334, 4.403019905090332))",0,1486027933.64
0,4,20,0.5,10,10,100,100,100,noops,7.22484397888,4.06087112427,5.48331081867,"(0, (1053, 4.644631862640381)), (1, (1057, 4.227758169174194)), (2, (1090, 4.060871124267578)), (3, (1026, 6.886877059936523)), (3, (1076, 5.886119842529297)), (3, (1020, 4.893015146255493)), (3, (1046, 4.555324077606201)), (5, (1007, 4.506742000579834)), (7, (1034, 6.380537986755371)), (7, (1018, 6.024715900421143)), (7, (1046, 6.184715986251831)), (7, (1143, 6.238011837005615)), (8, (1050, 7.224843978881836)), (8, (1033, 6.688293933868408)), (9, (1129, 6.043070077896118)), (10, (1079, 4.765352964401245)), (11, (-1, None)), (11, (1039, 4.413014888763428)), (13, (-1, None)), (13, (1007, 5.075697898864746))",1,1486028094.81
0,4,20,0.5,20,20,100,100,100,noops,8.099133014680001,4.48142981529,6.07283514076,"(0, (1001, 5.907391786575317)), (1, (1000, 4.618800163269043)), (2, (1003, 4.481429815292358)), (3, (1001, 8.099133014678955)), (3, (1002, 7.519659042358398)), (3, (-1, None)), (3, (1000, 7.61548113822937)), (5, (1010, 6.131279945373535)), (7, (1012, 6.118722915649414)), (7, (1028, 5.925551891326904)), (7, (1080, 5.822956085205078)), (7, (1150, 5.605660915374756)), (8, (1001, 7.455518007278442)), (8, (1044, 6.163777112960815)), (9, (1000, 6.381245851516724)), (10, (1000, 5.893688917160034)), (11, (1002, 5.607505798339844)), (11, (1061, 5.223529100418091)), (13, (1004, 4.73970103263855)), (13, (-1, None))",0,1486028238.79
0,4,20,0.5,30,30,100,100,100,noops,7.317688941960001,4.60220718384,5.95002135864,"(0, (1000, 5.150663137435913)), (1, (-1, None)), (2, (1002, 4.602207183837891)), (3, (1023, 6.829283952713013)), (3, (-1, None)), (3, (1002, 6.747796058654785)), (3, (-1, None)), (5, (1002, 5.643218040466309)), (7, (-1, None)), (7, (1000, 6.5971479415893555)), (7, (-1, None)), (7, (1003, 5.571897029876709)), (8, (1007, 6.701060056686401)), (8, (-1, None)), (9, (1003, 7.317688941955566)), (10, (1002, 6.796946048736572)), (11, (1057, 5.149668216705322)), (11, (1006, 4.878859996795654)), (13, (1034, 5.3638410568237305)), (13, (-1, None))",1,1486028878.74
0,4,20,0.5,50,50,100,100,100,noops,7.32636404037,4.0668799877199975,6.03692680995,"(0, (1018, 5.324655055999756)), (1, (1001, 4.066879987716675)), (2, (1000, 5.696148157119751)), (3, (1004, 6.93989896774292)), (3, (1003, 7.326364040374756)), (3, (1005, 6.902025938034058)), (3, (1002, 6.890075922012329)), (5, (1003, 5.517221927642822)), (7, (1005, 6.1946120262146)), (7, (1014, 6.38979697227478)), (7, (1014, 6.128201007843018)), (7, (1014, 5.711172103881836)), (8, (1003, 5.864552021026611)), (8, (1004, 6.903477191925049)), (9, (-1, None)), (10, (-1, None)), (11, (-1, None)), (11, (1005, 4.6988208293914795)), (13, (-1, None)), (13, (-1, None))",1,1486029114.3
0,4,30,0.5,1,1,100,100,100,noops,7.97021603584,4.66486096382,6.281451723790001,"(1, (-1, None)), (1, (1602, 5.632426977157593)), (1, (1178, 6.347196102142334)), (1, (1993, 6.610914945602417)), (3, (1599, 5.6810832023620605)), (5, (-1, None)), (5, (1813, 5.389616012573242)), (5, (-1, None)), (5, (1062, 5.5516438484191895)), (6, (1579, 6.8326239585876465)), (6, (1259, 7.565421104431152)), (7, (-1, None)), (8, (1142, 5.209298133850098)), (9, (1300, 5.284740924835205)), (9, (-1, None)), (11, (1424, 6.685842990875244)), (11, (1104, 4.664860963821411)), (12, (-1, None)), (12, (1236, 5.869338035583496)), (13, (1521, 6.6835808753967285)), (13, (1074, 6.197998046875)), (13, (-1, None)), (13, (1246, 6.354037046432495)), (14, (1401, 6.801754951477051)), (14, (1825, 7.9702160358428955)), (14, (1865, 6.791846990585327)), (14, (1459, 6.461881875991821)), (14, (1438, 6.531617879867554)), (14, (-1, None)), (14, (1119, 7.0739970207214355))",1,1486029281.74
0,4,30,0.5,5,5,100,100,100,noops,7.67560696602,3.98567795753,6.20628943046,"(1, (1286, 6.415812015533447)), (1, (1033, 5.56643009185791)), (1, (1046, 6.461187839508057)), (1, (1004, 6.343492031097412)), (3, (1011, 4.99765419960022)), (5, (1003, 6.180973052978516)), (5, (1166, 6.299108028411865)), (5, (1091, 3.98567795753479)), (5, (1000, 6.0431969165802)), (6, (1128, 7.675606966018677)), (6, (1005, 7.116003036499023)), (7, (1034, 6.528372049331665)), (8, (1207, 5.2134690284729)), (9, (1034, 5.942072868347168)), (9, (1085, 5.053911924362183)), (11, (1059, 6.292119026184082)), (11, (-1, None)), (12, (1041, 5.7065300941467285)), (12, (-1, None)), (13, (1010, 5.819018125534058)), (13, (-1, None)), (13, (1011, 7.170458793640137)), (13, (-1, None)), (14, (1003, 6.968281030654907)), (14, (1035, 6.4776451587677)), (14, (1023, 6.683330059051514)), (14, (-1, None)), (14, (1058, 7.236079931259155)), (14, (1051, 6.7745161056518555)), (14, (-1, None))",1,1486029439.9
0,4,30,0.5,10,10,100,100,100,noops,9.42967295647,5.06893205643,6.7679151296599995,"(1, (1000, 5.827410936355591)), (1, (1010, 6.4011921882629395)), (1, (1012, 7.15454888343811)), (1, (1002, 6.253056049346924)), (3, (1012, 5.588199138641357)), (5, (1009, 5.5240318775177)), (5, (1002, 5.892362117767334)), (5, (1004, 5.7250940799713135)), (5, (1005, 5.451433181762695)), (6, (1012, 7.915240049362183)), (6, (1011, 9.281511068344116)), (7, (1007, 6.562202215194702)), (8, (1041, 6.1388840675354)), (9, (1088, 5.984097957611084)), (9, (1387, 5.068932056427002)), (11, (1006, 6.844835042953491)), (11, (1004, 5.7159528732299805)), (12, (1020, 6.11768102645874)), (12, (1275, 6.109454870223999)), (13, (1001, 6.848229169845581)), (13, (1033, 7.741122007369995)), (13, (1003, 7.870875120162964)), (13, (1093, 7.5542168617248535)), (14, (1003, 9.243525981903076)), (14, (1078, 6.2658469676971436)), (14, (1014, 8.603474140167236)), (14, (1002, 9.429672956466675)), (14, (1009, 5.616803169250488)), (14, (1032, 8.056180000305176)), (14, (1005, 6.25138783454895))",0,1486029520.62
0,4,30,0.5,20,20,100,100,100,noops,10.472939968099999,5.51065397263,7.549367048119999,"(1, (1000, 7.982784032821655)), (1, (1028, 6.101808786392212)), (1, (1013, 7.139341831207275)), (1, (1007, 6.62001895904541)), (3, (1011, 6.225087881088257)), (5, (1030, 5.510653972625732)), (5, (1003, 7.185129880905151)), (5, (1001, 5.540630102157593)), (5, (1008, 7.069538116455078)), (6, (1011, 10.47293996810913)), (6, (1083, 7.375640153884888)), (7, (1018, 8.438689947128296)), (8, (1026, 8.763958930969238)), (9, (1031, 7.523153066635132)), (9, (1032, 7.0999839305877686)), (11, (1021, 7.828109979629517)), (11, (1070, 7.104031801223755)), (12, (1000, 7.230341911315918)), (12, (1000, 7.478285074234009)), (13, (1027, 7.85801100730896)), (13, (1006, 8.897446870803833)), (13, (-1, None)), (13, (1001, 6.957343101501465)), (14, (1003, 9.03945517539978)), (14, (1004, 8.271439790725708)), (14, (1013, 8.07296895980835)), (14, (1054, 8.161139011383057)), (14, (-1, None)), (14, (-1, None)), (14, (1115, 7.8849780559539795))",0,1486029640.65
0,4,30,0.5,30,30,100,100,100,noops,6.9822118282300005,5.19652605057,6.169593262669999,"(1, (-1, None)), (1, (-1, None)), (1, (1029, 5.803455829620361)), (1, (1012, 6.9822118282318115)), (3, (-1, None)), (5, (-1, None)), (5, (-1, None)), (5, (-1, None)), (5, (-1, None)), (6, (1046, 6.5331549644470215)), (6, (1004, 6.754462957382202)), (7, (-1, None)), (8, (1002, 5.196526050567627)), (9, (-1, None)), (9, (-1, None)), (11, (1081, 6.119375944137573)), (11, (-1, None)), (12, (-1, None)), (12, (-1, None)), (13, (1033, 5.988045930862427)), (13, (-1, None)), (13, (-1, None)), (13, (-1, None)), (14, (1013, 5.631659984588623)), (14, (-1, None)), (14, (1042, 6.381920099258423)), (14, (-1, None)), (14, (1026, 6.305119037628174)), (14, (-1, None)), (14, (-1, None))",3,1486029823.0
0,4,30,0.5,50,50,100,100,100,noops,11.685298919700001,5.67055296898,8.91396993085,"(1, (1010, 7.929983139038086)), (1, (1014, 7.7074151039123535)), (1, (1002, 8.318727016448975)), (1, (1000, 8.097957134246826)), (3, (1007, 6.55169415473938)), (5, (1000, 8.330631017684937)), (5, (-1, None)), (5, (1007, 5.670552968978882)), (5, (1000, 8.327531099319458)), (6, (1002, 11.685298919677734)), (6, (1012, 8.68371295928955)), (7, (-1, None)), (8, (-1, None)), (9, (-1, None)), (9, (-1, None)), (11, (1004, 8.593986988067627)), (11, (-1, None)), (12, (1003, 7.692033052444458)), (12, (-1, None)), (13, (1001, 11.047021865844727)), (13, (-1, None)), (13, (1005, 11.616050958633423)), (13, (-1, None)), (14, (1002, 10.292457103729248)), (14, (1000, 8.591312170028687)), (14, (1005, 10.48065710067749)), (14, (-1, None)), (14, (1001, 9.839864015579224)), (14, (1001, 9.908541917800903)), (14, (-1, None))",1,1486030034.27
0,4,50,0.5,1,1,100,100,100,noops,11.3151781559,4.23302721977,7.53768571854,"(1, (1866, 5.560009002685547)), (1, (1487, 5.068614959716797)), (1, (1565, 5.120643854141235)), (2, (1954, 4.516235113143921)), (2, (1057, 5.166717052459717)), (3, (1302, 4.233027219772339)), (4, (1748, 4.4124791622161865)), (5, (1785, 5.228175163269043)), (5, (1227, 4.831348896026611)), (7, (1256, 5.606428861618042)), (7, (1075, 7.500619173049927)), (8, (1801, 6.94143009185791)), (8, (1363, 6.241657972335815)), (9, (1272, 8.023473024368286)), (9, (1801, 7.93206787109375)), (9, (1653, 10.16587495803833)), (9, (1008, 7.52639102935791)), (10, (1289, 8.960433959960938)), (10, (1339, 9.118891954421997)), (10, (1333, 9.871775150299072)), (10, (1517, 7.337553977966309)), (10, (1750, 10.261667013168335)), (10, (1812, 8.691303014755249)), (10, (1946, 11.315178155899048)), (11, (1609, 10.588082075119019)), (11, (1354, 9.663136005401611)), (12, (1877, 11.03464412689209)), (12, (1481, 8.503440856933594)), (12, (1792, 10.84704303741455)), (13, (1817, 10.262907028198242)), (14, (1458, 7.950789928436279)), (15, (1525, 8.703547954559326)), (15, (1843, 8.967406034469604)), (16, (1329, 7.822582006454468)), (16, (1591, 7.962125062942505)), (17, (1315, 9.413907051086426)), (18, (1131, 9.133234024047852)), (19, (1328, 9.133586883544922)), (20, (1896, 7.876758098602295)), (20, (1470, 7.764539957046509)), (21, (1927, 7.712916135787964)), (23, (1141, 5.590440988540649)), (23, (1180, 5.371083974838257)), (24, (1516, 6.784588813781738)), (24, (1793, 6.2782580852508545)), (24, (1881, 5.217826843261719)), (24, (1650, 6.82955002784729)), (25, (1148, 6.058483123779297)), (25, (1919, 6.141107082366943)), (26, (1683, 5.640304088592529))",0,1486030133.49
0,4,50,0.5,5,5,100,100,100,noops,12.1235589981,4.28843903542,9.04662649632,"(1, (1012, 5.097096920013428)), (1, (1012, 5.156403064727783)), (1, (1012, 5.181260824203491)), (2, (1023, 5.404703140258789)), (2, (1020, 5.64860200881958)), (3, (1056, 4.288439035415649)), (4, (1006, 5.8439271450042725)), (5, (1114, 5.955940008163452)), (5, (1005, 6.1196300983428955)), (7, (1052, 8.685539960861206)), (7, (1014, 9.923864841461182)), (8, (1022, 9.399792909622192)), (8, (1012, 9.072547912597656)), (9, (1042, 9.060150146484375)), (9, (1009, 9.325952053070068)), (9, (1022, 10.8492910861969)), (9, (1031, 8.76452898979187)), (10, (1014, 11.537580013275146)), (10, (1010, 11.596560001373291)), (10, (1003, 9.786263227462769)), (10, (1007, 11.752669095993042)), (10, (1026, 11.815455913543701)), (10, (1052, 10.885162115097046)), (10, (1039, 10.260251998901367)), (11, (1000, 11.019947052001953)), (11, (1053, 11.021248817443848)), (12, (1004, 9.773196935653687)), (12, (1001, 11.543630123138428)), (12, (1013, 12.12355899810791)), (13, (1003, 10.936081886291504)), (14, (1032, 10.795984029769897)), (15, (1027, 10.710206031799316)), (15, (1029, 10.516459941864014)), (16, (1058, 11.087158918380737)), (16, (1022, 10.749897003173828)), (17, (1003, 9.869273900985718)), (18, (1194, 10.431041955947876)), (19, (1079, 10.326767921447754)), (20, (1056, 9.232787132263184)), (20, (1087, 9.169409036636353)), (21, (1004, 8.353970050811768)), (23, (1016, 8.442319869995117)), (23, (1002, 8.60965085029602)), (24, (1080, 8.321463823318481)), (24, (1050, 8.819958925247192)), (24, (1099, 8.77001690864563)), (24, (1005, 7.160337209701538)), (25, (1038, 7.52202296257019)), (25, (1036, 7.789510011672974)), (26, (1030, 7.823812007904053))",0,1486030304.87
0,4,50,0.5,10,10,100,100,100,noops,15.703896999400001,5.82040190697,10.3876558256,"(1, (1007, 6.738523960113525)), (1, (1053, 6.4036548137664795)), (1, (1004, 6.69963002204895)), (2, (1004, 5.820401906967163)), (2, (1007, 5.83176589012146)), (3, (1017, 7.080729961395264)), (4, (1027, 6.824229955673218)), (5, (1004, 5.996038913726807)), (5, (1000, 6.499053955078125)), (7, (1023, 10.28312087059021)), (7, (1015, 9.92867112159729)), (8, (1013, 9.46667218208313)), (8, (1011, 12.201137065887451)), (9, (1013, 10.949268817901611)), (9, (1005, 11.361898183822632)), (9, (1015, 10.809277057647705)), (9, (1015, 12.398101091384888)), (10, (1004, 15.140111923217773)), (10, (1001, 14.0328688621521)), (10, (1005, 10.470880031585693)), (10, (1003, 12.489106178283691)), (10, (1020, 10.621918201446533)), (10, (1000, 15.70389699935913)), (10, (1013, 9.751942157745361)), (11, (1026, 12.112693071365356)), (11, (1025, 14.108320951461792)), (12, (1002, 13.396710872650146)), (12, (1010, 13.182482957839966)), (12, (1003, 11.40947699546814)), (13, (1012, 10.058412790298462)), (14, (1018, 11.481598854064941)), (15, (1024, 12.808372020721436)), (15, (1006, 11.44241189956665)), (16, (1010, 11.873746871948242)), (16, (1020, 13.996306896209717)), (17, (1041, 11.898062944412231)), (18, (1026, 11.071913957595825)), (19, (1003, 11.009727954864502)), (20, (1002, 9.973047971725464)), (20, (1021, 10.155229091644287)), (21, (1007, 9.516725063323975)), (23, (1030, 8.721468925476074)), (23, (1009, 8.667509078979492)), (24, (1018, 8.994965076446533)), (24, (1018, 9.388104915618896)), (24, (1010, 11.434984922409058)), (24, (1000, 10.836856842041016)), (25, (1039, 8.41446590423584)), (25, (1009, 10.622511148452759)), (26, (1021, 9.303783178329468))",0,1486030397.54
0,4,50,0.5,20,20,100,100,100,noops,17.7549359798,5.46558189392,12.7120285876,"(1, (1136, 5.869023084640503)), (1, (1000, 5.94461989402771)), (1, (1000, 5.715226888656616)), (2, (1001, 7.405872106552124)), (2, (1003, 6.216109037399292)), (3, (1004, 5.465581893920898)), (4, (-1, None)), (5, (-1, None)), (5, (1011, 8.172057151794434)), (7, (1009, 10.365209817886353)), (7, (1002, 14.06782579421997)), (8, (1000, 13.019747972488403)), (8, (1002, 12.972388982772827)), (9, (1001, 14.705697059631348)), (9, (-1, None)), (9, (1000, 11.925184965133667)), (9, (1000, 16.0240638256073)), (10, (-1, None)), (10, (1004, 14.518977165222168)), (10, (1004, 16.236127853393555)), (10, (1005, 15.549931049346924)), (10, (1010, 16.947788953781128)), (10, (1011, 12.634221076965332)), (10, (-1, None)), (11, (1005, 17.75493597984314)), (11, (1008, 15.38757610321045)), (12, (1000, 16.863447904586792)), (12, (1010, 17.050567865371704)), (12, (-1, None)), (13, (-1, None)), (14, (-1, None)), (15, (-1, None)), (15, (-1, None)), (16, (-1, None)), (16, (-1, None)), (17, (1084, 14.024070978164673)), (18, (-1, None)), (19, (1005, 14.65713095664978)), (20, (1001, 13.733762979507446)), (20, (1015, 13.350270986557007)), (21, (1004, 16.317893028259277)), (23, (1000, 14.570759057998657)), (23, (1002, 15.07962703704834)), (24, (-1, None)), (24, (1010, 11.470601797103882)), (24, (-1, None)), (24, (1018, 12.921779870986938)), (25, (1002, 13.115103960037231)), (25, (1000, 12.155788898468018)), (26, (-1, None))",0,1486030513.47
0,4,50,0.5,30,30,100,100,100,noops,10.495043993,4.935146093369999,7.617286486289999,"(1, (1007, 5.4441139698028564)), (1, (-1, None)), (1, (1001, 4.93514609336853)), (2, (1001, 6.041560888290405)), (2, (-1, None)), (3, (1012, 5.39197301864624)), (4, (-1, None)), (5, (1005, 7.729477882385254)), (5, (-1, None)), (7, (1003, 8.588980197906494)), (7, (1005, 8.884369850158691)), (8, (1012, 8.827795028686523)), (8, (1000, 8.358175992965698)), (9, (-1, None)), (9, (1030, 9.48731017112732)), (9, (1000, 9.6721351146698)), (9, (-1, None)), (10, (1015, 10.136125087738037)), (10, (-1, None)), (10, (1009, 10.495043992996216)), (10, (-1, None)), (10, (1002, 8.386289119720459)), (10, (-1, None)), (10, (-1, None)), (11, (-1, None)), (11, (1008, 9.505935192108154)), (12, (-1, None)), (12, (1000, 10.47479510307312)), (12, (1002, 10.011931896209717)), (13, (-1, None)), (14, (-1, None)), (15, (1005, 7.308089971542358)), (15, (-1, None)), (16, (-1, None)), (16, (1004, 9.23630404472351)), (17, (1006, 6.340613126754761)), (18, (-1, None)), (19, (-1, None)), (20, (1000, 6.596670866012573)), (20, (-1, None)), (21, (1000, 6.200725078582764)), (23, (1000, 5.694344997406006)), (23, (1005, 5.921462059020996)), (24, (-1, None)), (24, (-1, None)), (24, (1008, 5.733550071716309)), (24, (-1, None)), (25, (1001, 6.182684898376465)), (25, (1002, 6.2719810009002686)), (26, (1005, 5.426436901092529))",2,1486030711.88
0,4,50,0.5,50,50,100,100,100,noops,11.8437929153,4.26106715202,7.2897818923000015,"(1, (1008, 5.636015892028809)), (1, (1006, 5.525347948074341)), (1, (1003, 5.849476099014282)), (2, (1006, 4.954092979431152)), (2, (1000, 4.931367874145508)), (3, (1000, 4.261067152023315)), (4, (1021, 4.526872873306274)), (5, (1036, 7.942302942276001)), (5, (1151, 4.936239004135132)), (7, (1007, 4.546626091003418)), (7, (1000, 6.130424976348877)), (8, (1003, 7.982038974761963)), (8, (1023, 7.696020126342773)), (9, (1004, 7.563119173049927)), (9, (1003, 7.998189926147461)), (9, (1007, 8.021442890167236)), (9, (-1, None)), (10, (1003, 10.37564992904663)), (10, (-1, None)), (10, (1034, 9.067644834518433)), (10, (-1, None)), (10, (1013, 11.843792915344238)), (10, (-1, None)), (10, (1007, 9.347818851470947)), (11, (1013, 10.046043157577515)), (11, (1006, 9.800903081893921)), (12, (-1, None)), (12, (1000, 9.796304941177368)), (12, (1003, 9.032917976379395)), (13, (-1, None)), (14, (-1, None)), (15, (1006, 8.340392112731934)), (15, (1003, 8.935976028442383)), (16, (1003, 8.47000503540039)), (16, (1023, 7.765902996063232)), (17, (1016, 6.482152938842773)), (18, (1002, 6.980493068695068)), (19, (-1, None)), (20, (1011, 7.388171195983887)), (20, (-1, None)), (21, (1026, 6.398611068725586)), (23, (1006, 6.738260984420776)), (23, (1003, 6.797852993011475)), (24, (1016, 6.261854887008667)), (24, (1041, 5.83881688117981)), (24, (1017, 5.8020899295806885)), (24, (-1, None)), (25, (1000, 7.590095043182373)), (25, (1001, 7.121511936187744)), (26, (1005, 6.86736798286438))",1,1486030939.7
0,4,100,0.5,1,1,100,100,100,noops,17.7234818935,4.62024903297,10.8635606027,"(0, (1054, 5.934348821640015)), (1, (1060, 5.7964560985565186)), (1, (1788, 7.750745058059692)), (1, (1109, 6.1242499351501465)), (1, (1499, 7.307049036026001)), (1, (1789, 6.750622034072876)), (1, (1275, 8.842444896697998)), (1, (1372, 6.589501857757568)), (2, (1890, 8.913005113601685)), (2, (1704, 7.62516713142395)), (3, (1302, 8.659879922866821)), (3, (1053, 8.367249965667725)), (3, (1671, 8.53095817565918)), (4, (1561, 6.7683939933776855)), (5, (1445, 7.255432844161987)), (6, (1787, 6.567954063415527)), (6, (1149, 7.296954870223999)), (7, (1317, 7.170830965042114)), (7, (1819, 7.028269052505493)), (8, (1628, 6.626415014266968)), (9, (1196, 9.080902099609375)), (10, (1251, 7.506141901016235)), (11, (1208, 7.625504016876221)), (11, (1559, 6.36765193939209)), (12, (1551, 7.125203847885132)), (14, (1083, 5.741004228591919)), (14, (1539, 5.840710878372192)), (15, (1808, 5.841630935668945)), (15, (1497, 6.175609827041626)), (15, (1426, 5.58870005607605)), (15, (1628, 5.435622930526733)), (16, (1186, 5.79695987701416)), (16, (1152, 5.567582130432129)), (17, (1509, 5.783118963241577)), (17, (1677, 5.4846351146698)), (18, (1251, 5.925734996795654)), (19, (1748, 4.620249032974243)), (19, (1171, 5.136452913284302)), (22, (1449, 5.577239036560059)), (22, (1038, 5.346699953079224)), (24, (1439, 5.560307025909424)), (25, (1407, 6.31771183013916)), (27, (1986, 7.406805038452148)), (27, (1165, 7.3006579875946045)), (27, (1433, 8.297866106033325)), (27, (1563, 8.34045696258545)), (27, (1947, 7.914507150650024)), (28, (1748, 9.642171859741211)), (28, (1856, 9.0833740234375)), (29, (1686, 11.378764867782593)), (29, (1522, 7.709441900253296)), (29, (1116, 10.32836103439331)), (30, (1759, 9.642369031906128)), (30, (1344, 9.755146026611328)), (31, (1180, 7.98392391204834)), (32, (1402, 7.603394031524658)), (34, (1876, 15.63148808479309)), (34, (1521, 14.949469089508057)), (34, (1373, 15.1685950756073)), (34, (1728, 14.285544157028198)), (34, (1486, 14.673214197158813)), (34, (1671, 17.72348189353943)), (34, (1917, 16.883063077926636)), (35, (1792, 17.59343695640564)), (35, (1363, 17.270230054855347)), (35, (1339, 16.958475828170776)), (36, (1399, 17.5323269367218)), (36, (1998, 16.93771719932556)), (36, (1361, 17.679278135299683)), (37, (1324, 15.52220606803894)), (37, (1849, 16.3222439289093)), (39, (1136, 16.046381950378418)), (39, (1358, 17.265520095825195)), (40, (1918, 15.127421855926514)), (40, (1449, 17.231849908828735)), (40, (1784, 16.410913944244385)), (40, (1746, 17.590217113494873)), (40, (1332, 17.244824171066284)), (40, (1162, 16.439411878585815)), (40, (1971, 16.21491289138794)), (40, (1048, 16.29601812362671)), (41, (1975, 16.82168412208557)), (41, (1721, 17.131767988204956)), (41, (1545, 16.689162015914917)), (42, (1418, 15.85617995262146)), (42, (1654, 15.736356019973755)), (42, (1641, 16.135985136032104)), (42, (1418, 15.315721988677979)), (43, (1612, 15.244843006134033)), (44, (1273, 15.152559041976929)), (44, (1928, 15.603395938873291)), (45, (1495, 14.499836921691895)), (46, (1961, 13.491920948028564)), (47, (1449, 13.136440992355347)), (47, (1963, 15.510812997817993)), (48, (1188, 12.388744115829468)), (50, (1472, 11.141066074371338)), (50, (1857, 11.15717101097107)), (51, (1516, 12.217010974884033)), (52, (1805, 10.38861608505249))",0,1486031062.16
